book_id,booking_time,platform,pay_method,trx_status,gross_rev,comm_fee_pct
BKX-614497,2025-07-23 14:32:00,OTA_Agd,Virtual_Account,Cancelled,1200000,0.18
BKX-702651,2025-07-23 15:21:00,OTA_Trv,Credit_Card,Failed,550000,0.18
BKX-739424,2025-07-23 15:56:00,OTA_Bkg,Virtual_Account,Success,2500000,0.15
BKX-738451,2025-07-23 17:31:00,OTA_Agd,Credit_Card,Success,750000,0.15
BKX-934385,2025-07-23 17:42:00,OTA_Agd,Virtual_Account,Success,750000,0.18
BKX-833898,2025-07-23 17:44:00,OTA_Bkg,E-Wallet,Success,1200000,0.18
BKX-136392,2025-07-23 17:49:00,OTA_Bkg,Virtual_Account,Success,1200000,0.15
BKX-456512,2025-07-23 18:30:00,OTA_Trv,E-Wallet,Cancelled,2500000,0.18
BKX-175427,2025-07-23 18:39:00,Direct_Web,Credit_Card,Success,550000,0.0
BKX-988805,2025-07-23 20:57:00,OTA_Bkg,Virtual_Account,Success,550000,0.15
BKX-796761,2025-07-23 22:15:00,OTA_Agd,Credit_Card,Failed,1200000,0.15
BKX-985443,2025-07-23 23:36:00,OTA_Agd,Virtual_Account,Success,1200000,0.15
BKX-580570,2025-07-24 02:19:00,OTA_Trv,Credit_Card,Cancelled,550000,0.2
BKX-479673,2025-07-24 02:21:00,OTA_Trv,Credit_Card,Success,1200000,0.2
BKX-587019,2025-07-24 02:43:00,OTA_Bkg,Virtual_Account,Success,750000,0.2
BKX-160796,2025-07-24 02:43:00,Direct_Web,Credit_Card,Cancelled,1200000,0.0
BKX-743933,2025-07-24 02:55:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-477925,2025-07-24 03:43:00,OTA_Trv,Virtual_Account,Success,550000,0.2
BKX-602895,2025-07-24 04:02:00,OTA_Trv,E-Wallet,Success,750000,0.15
BKX-476783,2025-07-24 04:51:00,OTA_Agd,Pay_at_Hotel,Success,2500000,0.15
BKX-118243,2025-07-24 05:01:00,OTA_Trv,Credit_Card,Success,1200000,0.18
BKX-959701,2025-07-24 07:35:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-200166,2025-07-24 07:49:00,OTA_Agd,Virtual_Account,Cancelled,550000,0.18
BKX-766128,2025-07-24 10:24:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-344790,2025-07-24 11:10:00,OTA_Agd,Virtual_Account,Failed,1200000,0.2
BKX-130086,2025-07-24 14:58:00,Direct_Web,E-Wallet,Success,550000,0.0
BKX-797996,2025-07-24 15:48:00,OTA_Agd,E-Wallet,Success,1200000,0.2
BKX-440300,2025-07-24 16:04:00,OTA_Bkg,Credit_Card,Success,2500000,0.18
BKX-198856,2025-07-24 16:06:00,Direct_Web,Virtual_Account,Success,2500000,0.0
BKX-892420,2025-07-24 18:17:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-836809,2025-07-24 18:35:00,OTA_Agd,Credit_Card,Success,1200000,0.15
BKX-904342,2025-07-24 18:36:00,Direct_Web,Virtual_Account,Success,750000,0.0
BKX-191634,2025-07-24 19:10:00,OTA_Bkg,E-Wallet,Success,2500000,0.18
BKX-206330,2025-07-24 20:09:00,OTA_Agd,Credit_Card,Success,550000,0.15
BKX-511855,2025-07-24 21:21:00,OTA_Trv,Credit_Card,Success,550000,0.18
BKX-508016,2025-07-24 21:34:00,OTA_Bkg,Pay_at_Hotel,Success,2500000,0.15
BKX-726469,2025-07-24 21:41:00,OTA_Bkg,Virtual_Account,Success,750000,0.18
BKX-383475,2025-07-24 22:08:00,OTA_Bkg,E-Wallet,Success,550000,0.15
BKX-579742,2025-07-24 22:31:00,OTA_Bkg,Credit_Card,Success,550000,0.18
BKX-211414,2025-07-24 23:41:00,OTA_Trv,Credit_Card,Success,2500000,0.18
BKX-780306,2025-07-25 00:54:00,OTA_Bkg,Virtual_Account,Success,750000,0.2
BKX-600267,2025-07-25 01:11:00,OTA_Trv,Credit_Card,Success,750000,0.15
BKX-772547,2025-07-25 01:34:00,Direct_Web,Virtual_Account,Success,1200000,0.0
BKX-717690,2025-07-25 02:14:00,OTA_Trv,Credit_Card,Failed,2500000,0.18
BKX-803091,2025-07-25 02:46:00,OTA_Trv,Credit_Card,Success,1200000,0.15
BKX-962865,2025-07-25 03:09:00,OTA_Agd,Credit_Card,Success,2500000,0.18
BKX-935399,2025-07-25 04:46:00,OTA_Trv,Virtual_Account,Success,1200000,0.15
BKX-731884,2025-07-25 06:08:00,OTA_Trv,E-Wallet,Success,750000,0.18
BKX-130579,2025-07-25 06:51:00,Direct_Web,Virtual_Account,Success,550000,0.0
BKX-449921,2025-07-25 06:51:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-529498,2025-07-25 08:20:00,OTA_Trv,Virtual_Account,Success,2500000,0.18
BKX-807292,2025-07-25 09:13:00,OTA_Agd,Virtual_Account,Success,1200000,0.15
BKX-339891,2025-07-25 09:59:00,OTA_Agd,Pay_at_Hotel,Success,2500000,0.15
BKX-349526,2025-07-25 10:37:00,OTA_Agd,E-Wallet,Cancelled,2500000,0.15
BKX-576948,2025-07-25 11:25:00,OTA_Bkg,Virtual_Account,Success,550000,0.15
BKX-312690,2025-07-25 12:48:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-160399,2025-07-25 13:10:00,OTA_Trv,E-Wallet,Success,750000,0.2
BKX-521841,2025-07-25 13:34:00,OTA_Agd,Credit_Card,Failed,550000,0.15
BKX-858612,2025-07-25 15:00:00,OTA_Trv,E-Wallet,Success,750000,0.18
BKX-854270,2025-07-25 15:53:00,OTA_Agd,E-Wallet,Success,2500000,0.15
BKX-471007,2025-07-25 16:32:00,Direct_Web,Credit_Card,Failed,2500000,0.0
BKX-995230,2025-07-25 17:24:00,OTA_Agd,Virtual_Account,Success,550000,0.2
BKX-417032,2025-07-25 19:47:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-594593,2025-07-25 19:53:00,OTA_Agd,E-Wallet,Success,1200000,0.2
BKX-639491,2025-07-25 20:23:00,OTA_Agd,Virtual_Account,Success,750000,0.15
BKX-706138,2025-07-25 22:23:00,OTA_Agd,Credit_Card,Cancelled,1200000,0.18
BKX-502473,2025-07-25 22:56:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-709288,2025-07-25 23:02:00,OTA_Agd,E-Wallet,Success,550000,0.15
BKX-245120,2025-07-25 23:11:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-703858,2025-07-26 03:33:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-562441,2025-07-26 04:03:00,Direct_Web,Virtual_Account,Success,550000,0.0
BKX-180260,2025-07-26 04:34:00,OTA_Trv,Virtual_Account,Success,2500000,0.2
BKX-175535,2025-07-26 04:37:00,Direct_Web,Credit_Card,Failed,2500000,0.0
BKX-439126,2025-07-26 05:22:00,OTA_Agd,Virtual_Account,Success,550000,0.15
BKX-603040,2025-07-26 07:35:00,Direct_Web,Virtual_Account,Cancelled,2500000,0.0
BKX-225885,2025-07-26 07:47:00,OTA_Agd,Credit_Card,Success,550000,0.2
BKX-396081,2025-07-26 08:44:00,OTA_Agd,E-Wallet,Failed,550000,0.18
BKX-922317,2025-07-26 09:25:00,OTA_Bkg,Virtual_Account,Success,750000,0.2
BKX-357144,2025-07-26 10:07:00,OTA_Trv,Credit_Card,Success,550000,0.15
BKX-190853,2025-07-26 11:04:00,OTA_Bkg,Virtual_Account,Success,1200000,0.18
BKX-704229,2025-07-26 13:13:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-858315,2025-07-26 13:58:00,OTA_Bkg,Virtual_Account,Success,1200000,0.2
BKX-121094,2025-07-26 14:31:00,OTA_Agd,Pay_at_Hotel,Success,550000,0.18
BKX-744927,2025-07-26 14:49:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-638834,2025-07-26 15:43:00,OTA_Trv,Credit_Card,Success,2500000,0.15
BKX-461116,2025-07-26 16:06:00,OTA_Trv,Credit_Card,Success,750000,0.15
BKX-426421,2025-07-26 16:39:00,OTA_Bkg,E-Wallet,Cancelled,750000,0.18
BKX-543445,2025-07-26 17:20:00,OTA_Bkg,Credit_Card,Success,1200000,0.15
BKX-406935,2025-07-26 17:31:00,OTA_Agd,Pay_at_Hotel,Cancelled,2500000,0.15
BKX-637275,2025-07-26 18:04:00,OTA_Agd,Virtual_Account,Success,750000,0.15
BKX-579120,2025-07-26 18:18:00,OTA_Bkg,Credit_Card,Success,2500000,0.15
BKX-763662,2025-07-26 18:33:00,OTA_Trv,Virtual_Account,Success,1200000,0.2
BKX-183404,2025-07-26 18:55:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-933799,2025-07-26 19:28:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-458278,2025-07-26 20:10:00,OTA_Bkg,E-Wallet,Success,1200000,0.18
BKX-875381,2025-07-26 21:03:00,OTA_Bkg,Pay_at_Hotel,Failed,2500000,0.2
BKX-930821,2025-07-26 21:38:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-181451,2025-07-26 22:42:00,OTA_Agd,E-Wallet,Success,550000,0.15
BKX-843212,2025-07-27 01:14:00,OTA_Bkg,E-Wallet,Cancelled,1200000,0.15
BKX-368451,2025-07-27 01:20:00,OTA_Agd,E-Wallet,Success,1200000,0.15
BKX-414636,2025-07-27 01:30:00,OTA_Trv,Credit_Card,Success,750000,0.15
BKX-502112,2025-07-27 01:40:00,Direct_Web,E-Wallet,Success,550000,0.0
BKX-328845,2025-07-27 01:50:00,OTA_Bkg,Virtual_Account,Cancelled,750000,0.18
BKX-505895,2025-07-27 02:43:00,OTA_Trv,Credit_Card,Success,550000,0.15
BKX-748053,2025-07-27 03:28:00,OTA_Trv,E-Wallet,Failed,1200000,0.15
BKX-150093,2025-07-27 06:08:00,OTA_Agd,Virtual_Account,Success,2500000,0.15
BKX-982401,2025-07-27 08:15:00,OTA_Trv,Pay_at_Hotel,Success,2500000,0.15
BKX-426722,2025-07-27 08:46:00,OTA_Trv,E-Wallet,Success,750000,0.18
BKX-414867,2025-07-27 11:00:00,OTA_Trv,E-Wallet,Success,1200000,0.15
BKX-104476,2025-07-27 12:48:00,OTA_Agd,Credit_Card,Success,1200000,0.15
BKX-444417,2025-07-27 13:49:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-984847,2025-07-27 13:53:00,OTA_Agd,E-Wallet,Failed,750000,0.15
BKX-930925,2025-07-27 14:08:00,OTA_Trv,Virtual_Account,Success,750000,0.18
BKX-296582,2025-07-27 16:12:00,OTA_Agd,E-Wallet,Cancelled,2500000,0.18
BKX-615255,2025-07-27 16:53:00,OTA_Trv,Credit_Card,Success,550000,0.2
BKX-739061,2025-07-27 17:42:00,OTA_Agd,,Success,750000,0.15
BKX-875471,2025-07-27 18:13:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-541289,2025-07-27 18:50:00,OTA_Trv,Virtual_Account,Success,1200000,0.2
BKX-233727,2025-07-27 19:11:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-127429,2025-07-27 19:22:00,OTA_Agd,Virtual_Account,Success,1200000,0.15
BKX-887313,2025-07-27 20:01:00,OTA_Trv,E-Wallet,Success,550000,0.2
BKX-520871,2025-07-27 21:13:00,OTA_Bkg,Credit_Card,Success,550000,0.2
BKX-221638,2025-07-27 21:28:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-538894,2025-07-27 21:49:00,OTA_Trv,Virtual_Account,Success,750000,0.18
BKX-425328,2025-07-27 22:32:00,OTA_Trv,Virtual_Account,Success,1200000,0.15
BKX-599727,2025-07-27 22:53:00,OTA_Agd,Credit_Card,Success,2500000,0.2
BKX-216048,2025-07-28 01:37:00,OTA_Trv,Credit_Card,Success,750000,0.18
BKX-491568,2025-07-28 01:41:00,OTA_Agd,Virtual_Account,Success,2500000,0.18
BKX-370244,2025-07-28 02:10:00,OTA_Trv,Credit_Card,Success,1200000,0.2
BKX-244763,2025-07-28 03:21:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-243499,2025-07-28 04:12:00,OTA_Trv,Virtual_Account,Success,750000,0.15
BKX-968997,2025-07-28 07:00:00,OTA_Agd,Credit_Card,Success,750000,0.15
BKX-263597,2025-07-28 09:38:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-225496,2025-07-28 09:42:00,OTA_Agd,Pay_at_Hotel,Success,1200000,0.2
BKX-721849,2025-07-28 10:13:00,OTA_Trv,E-Wallet,Success,2500000,0.2
BKX-309112,2025-07-28 10:36:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-318422,2025-07-28 10:42:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-850550,2025-07-28 10:46:00,OTA_Agd,Credit_Card,Success,750000,0.18
BKX-831563,2025-07-28 10:54:00,OTA_Agd,Credit_Card,Success,1200000,0.18
BKX-689413,2025-07-28 11:14:00,OTA_Trv,E-Wallet,Success,550000,0.15
BKX-640856,2025-07-28 11:43:00,OTA_Agd,E-Wallet,Success,1200000,0.18
BKX-675696,2025-07-28 12:14:00,OTA_Agd,Credit_Card,Failed,1200000,0.15
BKX-619071,2025-07-28 13:30:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-185265,2025-07-28 15:34:00,Direct_Web,Virtual_Account,Failed,2500000,0.0
BKX-469462,2025-07-28 15:54:00,OTA_Agd,Virtual_Account,Success,1200000,0.18
BKX-499256,2025-07-28 16:05:00,OTA_Trv,Credit_Card,Success,550000,0.18
BKX-489871,2025-07-28 16:35:00,OTA_Trv,Credit_Card,Cancelled,1200000,0.15
BKX-787887,2025-07-28 18:42:00,OTA_Agd,Credit_Card,Success,2500000,0.18
BKX-422547,2025-07-28 18:54:00,OTA_Trv,Credit_Card,Success,2500000,0.15
BKX-692237,2025-07-28 19:38:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-811833,2025-07-28 19:48:00,OTA_Trv,Credit_Card,Success,2500000,0.2
BKX-949039,2025-07-28 21:28:00,OTA_Trv,Credit_Card,Success,750000,0.15
BKX-133580,2025-07-28 23:07:00,OTA_Agd,Credit_Card,Success,1200000,0.2
BKX-310087,2025-07-28 23:25:00,OTA_Agd,Credit_Card,Success,1200000,0.18
BKX-933148,2025-07-29 00:42:00,OTA_Trv,Credit_Card,Success,2500000,0.18
BKX-320581,2025-07-29 00:51:00,OTA_Trv,Credit_Card,Success,550000,0.2
BKX-714639,2025-07-29 00:54:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-310590,2025-07-29 01:16:00,Direct_Web,E-Wallet,Success,550000,0.0
BKX-388835,2025-07-29 03:09:00,OTA_Trv,Credit_Card,Success,750000,0.15
BKX-467758,2025-07-29 04:37:00,OTA_Bkg,E-Wallet,Success,550000,0.2
BKX-765522,2025-07-29 05:04:00,OTA_Trv,Credit_Card,Success,550000,0.2
BKX-227845,2025-07-29 06:39:00,OTA_Bkg,Pay_at_Hotel,Success,1200000,0.15
BKX-489203,2025-07-29 08:28:00,OTA_Agd,Credit_Card,Success,550000,0.18
BKX-975022,2025-07-29 10:32:00,OTA_Trv,Credit_Card,Success,550000,0.2
BKX-555919,2025-07-29 10:51:00,OTA_Agd,Credit_Card,Success,2500000,0.15
BKX-663344,2025-07-29 12:17:00,OTA_Agd,Pay_at_Hotel,Cancelled,750000,0.2
BKX-142850,2025-07-29 12:45:00,OTA_Bkg,E-Wallet,Cancelled,2500000,0.15
BKX-114570,2025-07-29 14:02:00,OTA_Trv,Credit_Card,Success,550000,0.18
BKX-829692,2025-07-29 14:03:00,OTA_Trv,Credit_Card,Success,2500000,0.2
BKX-511577,2025-07-29 14:11:00,OTA_Agd,Pay_at_Hotel,Success,550000,0.2
BKX-980570,2025-07-29 14:27:00,OTA_Agd,E-Wallet,Success,750000,0.15
BKX-180263,2025-07-29 14:34:00,OTA_Trv,E-Wallet,Success,2500000,0.2
BKX-853789,2025-07-29 14:36:00,Direct_Web,Credit_Card,Failed,1200000,0.0
BKX-127235,2025-07-29 14:44:00,OTA_Trv,Credit_Card,Success,550000,0.18
BKX-410250,2025-07-29 16:28:00,OTA_Trv,Credit_Card,Success,1200000,0.15
BKX-182790,2025-07-29 17:33:00,OTA_Agd,Credit_Card,Success,750000,0.18
BKX-324155,2025-07-29 18:03:00,OTA_Agd,Virtual_Account,Success,750000,0.15
BKX-828669,2025-07-29 18:45:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-912586,2025-07-29 19:05:00,OTA_Trv,Virtual_Account,Success,550000,0.2
BKX-922590,2025-07-29 20:42:00,OTA_Agd,Credit_Card,Success,750000,0.2
BKX-351428,2025-07-29 21:25:00,OTA_Agd,Pay_at_Hotel,Success,1200000,0.15
BKX-312471,2025-07-29 22:16:00,OTA_Agd,Virtual_Account,Success,2500000,0.2
BKX-524541,2025-07-30 00:27:00,OTA_Trv,E-Wallet,Success,550000,0.18
BKX-136417,2025-07-30 00:56:00,Direct_Web,Credit_Card,Failed,1200000,0.0
BKX-248369,2025-07-30 01:44:00,Direct_Web,E-Wallet,Success,1200000,0.0
BKX-423417,2025-07-30 05:01:00,Direct_Web,Credit_Card,Failed,1200000,0.0
BKX-412518,2025-07-30 05:10:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-748423,2025-07-30 06:30:00,OTA_Trv,Virtual_Account,Success,550000,0.18
BKX-131050,2025-07-30 09:32:00,OTA_Trv,Credit_Card,Cancelled,750000,0.2
BKX-469137,2025-07-30 09:37:00,OTA_Trv,Pay_at_Hotel,Success,750000,0.18
BKX-537239,2025-07-30 11:33:00,OTA_Agd,Credit_Card,Cancelled,750000,0.2
BKX-543738,2025-07-30 11:34:00,OTA_Trv,E-Wallet,Success,750000,0.18
BKX-312204,2025-07-30 12:27:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-667275,2025-07-30 12:46:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-246004,2025-07-30 13:52:00,OTA_Trv,Credit_Card,Success,750000,0.18
BKX-367280,2025-07-30 13:58:00,OTA_Trv,Virtual_Account,Success,1200000,0.15
BKX-122036,2025-07-30 14:26:00,Direct_Web,Virtual_Account,Success,550000,0.0
BKX-365388,2025-07-30 14:34:00,OTA_Agd,Pay_at_Hotel,Success,550000,0.15
BKX-804875,2025-07-30 15:39:00,OTA_Agd,E-Wallet,Success,550000,0.2
BKX-515673,2025-07-30 16:02:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-788263,2025-07-30 16:42:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-987996,2025-07-30 16:44:00,OTA_Agd,Credit_Card,Success,2500000,0.2
BKX-585731,2025-07-30 16:48:00,OTA_Trv,Virtual_Account,Success,750000,0.15
BKX-843192,2025-07-30 17:17:00,OTA_Agd,E-Wallet,Success,1200000,0.2
BKX-443264,2025-07-30 17:58:00,OTA_Agd,Credit_Card,Failed,550000,0.15
BKX-553245,2025-07-30 18:16:00,Direct_Web,Credit_Card,Success,750000,0.0
BKX-662367,2025-07-30 19:17:00,OTA_Bkg,Virtual_Account,Success,750000,0.18
BKX-532058,2025-07-30 19:20:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-998027,2025-07-30 21:27:00,Direct_Web,Credit_Card,Success,1200000,0.0
BKX-979403,2025-07-30 22:15:00,OTA_Agd,E-Wallet,Success,1200000,0.2
BKX-812755,2025-07-30 23:43:00,Direct_Web,E-Wallet,Success,1200000,0.0
BKX-122766,2025-07-31 00:52:00,OTA_Agd,Credit_Card,Success,550000,0.18
BKX-573858,2025-07-31 01:15:00,OTA_Bkg,Virtual_Account,Success,1200000,0.18
BKX-943784,2025-07-31 01:38:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-694495,2025-07-31 02:16:00,OTA_Trv,Credit_Card,Success,2500000,0.2
BKX-870741,2025-07-31 02:53:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-584284,2025-07-31 02:56:00,OTA_Trv,Virtual_Account,Cancelled,550000,0.18
BKX-561107,2025-07-31 03:18:00,Direct_Web,Credit_Card,Cancelled,2500000,0.0
BKX-190214,2025-07-31 06:55:00,OTA_Trv,Credit_Card,Success,550000,0.2
BKX-105149,2025-07-31 09:09:00,OTA_Agd,E-Wallet,Success,750000,0.15
BKX-719165,2025-07-31 09:34:00,OTA_Agd,Virtual_Account,Success,550000,0.18
BKX-585998,2025-07-31 10:09:00,OTA_Trv,Virtual_Account,Success,750000,0.18
BKX-462022,2025-07-31 13:33:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-562735,2025-07-31 14:56:00,OTA_Agd,Virtual_Account,Success,2500000,0.18
BKX-241749,2025-07-31 18:48:00,OTA_Bkg,Virtual_Account,Success,1200000,0.18
BKX-720056,2025-07-31 20:55:00,Direct_Web,Virtual_Account,Success,1200000,0.0
BKX-821561,2025-07-31 22:10:00,OTA_Trv,Pay_at_Hotel,Cancelled,1200000,0.2
BKX-250193,2025-07-31 23:54:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-873205,2025-08-01 01:27:00,OTA_Bkg,Virtual_Account,Success,2500000,0.2
BKX-765040,2025-08-01 01:46:00,OTA_Trv,Virtual_Account,Failed,2500000,0.2
BKX-111320,2025-08-01 02:02:00,Direct_Web,Credit_Card,Failed,1200000,0.0
BKX-589218,2025-08-01 02:09:00,OTA_Agd,Credit_Card,Success,750000,0.2
BKX-525027,2025-08-01 02:58:00,OTA_Bkg,Credit_Card,Success,750000,0.18
BKX-161282,2025-08-01 03:12:00,OTA_Bkg,Virtual_Account,Success,1200000,0.18
BKX-155810,2025-08-01 03:17:00,OTA_Trv,Virtual_Account,Success,1200000,0.18
BKX-895881,2025-08-01 03:49:00,OTA_Trv,Virtual_Account,Success,750000,0.2
BKX-878845,2025-08-01 05:31:00,OTA_Agd,E-Wallet,Success,550000,0.18
BKX-349380,2025-08-01 05:47:00,OTA_Trv,Virtual_Account,Success,550000,0.2
BKX-569773,2025-08-01 06:44:00,OTA_Trv,Pay_at_Hotel,Success,2500000,0.18
BKX-579329,2025-08-01 08:49:00,OTA_Agd,E-Wallet,Success,1200000,0.15
BKX-911399,2025-08-01 09:09:00,OTA_Agd,Pay_at_Hotel,Success,750000,0.18
BKX-955191,2025-08-01 09:09:00,OTA_Bkg,Credit_Card,Success,750000,0.2
BKX-278874,2025-08-01 09:17:00,OTA_Bkg,E-Wallet,Success,1200000,0.15
BKX-585705,2025-08-01 09:50:00,Direct_Web,E-Wallet,Success,1200000,0.0
BKX-326274,2025-08-01 10:17:00,OTA_Trv,Virtual_Account,Success,1200000,0.2
BKX-566802,2025-08-01 10:52:00,OTA_Agd,Credit_Card,Success,2500000,0.15
BKX-913713,2025-08-01 12:46:00,OTA_Bkg,Virtual_Account,Success,750000,0.2
BKX-616529,2025-08-01 14:21:00,OTA_Agd,,Success,1200000,0.15
BKX-568205,2025-08-01 15:24:00,OTA_Trv,Credit_Card,Success,550000,0.15
BKX-877156,2025-08-01 17:06:00,OTA_Agd,Credit_Card,Success,750000,0.2
BKX-502628,2025-08-01 17:57:00,OTA_Trv,Credit_Card,Success,1200000,0.15
BKX-851270,2025-08-01 18:10:00,OTA_Trv,Virtual_Account,Success,1200000,0.18
BKX-234918,2025-08-01 19:23:00,Direct_Web,Virtual_Account,Success,750000,0.0
BKX-245384,2025-08-01 20:07:00,OTA_Agd,E-Wallet,Success,750000,0.15
BKX-801485,2025-08-01 20:20:00,OTA_Agd,Virtual_Account,Success,750000,0.18
BKX-336424,2025-08-01 21:55:00,OTA_Bkg,Credit_Card,Success,750000,0.2
BKX-675817,2025-08-01 22:38:00,OTA_Agd,E-Wallet,Success,750000,0.2
BKX-936103,2025-08-01 23:40:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-280448,2025-08-02 00:50:00,OTA_Agd,Credit_Card,Success,750000,0.2
BKX-952128,2025-08-02 01:40:00,OTA_Agd,Credit_Card,Success,1200000,0.18
BKX-912082,2025-08-02 02:59:00,OTA_Agd,Credit_Card,Success,1200000,0.15
BKX-576673,2025-08-02 03:17:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-129715,2025-08-02 03:32:00,OTA_Agd,Virtual_Account,Success,750000,0.18
BKX-745647,2025-08-02 05:23:00,OTA_Agd,Pay_at_Hotel,Success,750000,0.15
BKX-967636,2025-08-02 06:05:00,OTA_Trv,E-Wallet,Success,1200000,0.2
BKX-380245,2025-08-02 07:38:00,OTA_Trv,Credit_Card,Cancelled,550000,0.15
BKX-560498,2025-08-02 08:24:00,OTA_Bkg,Credit_Card,Success,750000,0.15
BKX-873559,2025-08-02 08:42:00,OTA_Agd,E-Wallet,Success,2500000,0.15
BKX-759012,2025-08-02 15:11:00,Direct_Web,Credit_Card,Failed,2500000,0.0
BKX-132160,2025-08-02 15:54:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-225451,2025-08-02 16:05:00,OTA_Trv,E-Wallet,Success,1200000,0.15
BKX-834474,2025-08-02 16:23:00,OTA_Bkg,E-Wallet,Success,2500000,0.15
BKX-898450,2025-08-02 16:28:00,Direct_Web,Virtual_Account,Success,550000,0.0
BKX-569053,2025-08-02 16:47:00,OTA_Agd,E-Wallet,Failed,2500000,0.2
BKX-663425,2025-08-02 17:35:00,OTA_Agd,Virtual_Account,Success,550000,0.15
BKX-107509,2025-08-02 17:37:00,OTA_Bkg,Virtual_Account,Success,2500000,0.18
BKX-471167,2025-08-02 20:15:00,OTA_Bkg,Pay_at_Hotel,Cancelled,750000,0.2
BKX-904307,2025-08-02 20:21:00,OTA_Agd,Virtual_Account,Success,750000,0.2
BKX-846597,2025-08-02 21:00:00,OTA_Trv,Credit_Card,Success,1200000,0.2
BKX-968850,2025-08-02 22:20:00,OTA_Bkg,,Success,1200000,0.2
BKX-891625,2025-08-02 22:20:00,OTA_Agd,Credit_Card,Cancelled,2500000,0.18
BKX-683884,2025-08-02 22:58:00,OTA_Agd,Virtual_Account,Cancelled,1200000,0.2
BKX-225355,2025-08-02 23:38:00,OTA_Bkg,Credit_Card,Cancelled,2500000,0.18
BKX-484758,2025-08-03 01:11:00,OTA_Agd,Virtual_Account,Cancelled,2500000,0.2
BKX-941252,2025-08-03 02:31:00,OTA_Bkg,Credit_Card,Success,2500000,0.15
BKX-248044,2025-08-03 02:48:00,Direct_Web,Credit_Card,Success,1200000,0.0
BKX-884118,2025-08-03 02:57:00,OTA_Agd,Credit_Card,Success,1200000,0.2
BKX-489566,2025-08-03 07:10:00,OTA_Trv,Virtual_Account,Success,2500000,0.15
BKX-465271,2025-08-03 07:58:00,OTA_Bkg,Credit_Card,Success,750000,0.2
BKX-928786,2025-08-03 08:23:00,OTA_Agd,Virtual_Account,Success,550000,0.2
BKX-307091,2025-08-03 12:18:00,Direct_Web,Credit_Card,Cancelled,2500000,0.0
BKX-914217,2025-08-03 12:42:00,Direct_Web,Credit_Card,Failed,550000,0.0
BKX-506976,2025-08-03 15:46:00,OTA_Agd,E-Wallet,Success,2500000,0.2
BKX-730363,2025-08-03 15:51:00,OTA_Agd,E-Wallet,Success,550000,0.18
BKX-909033,2025-08-03 17:18:00,Direct_Web,E-Wallet,Success,750000,0.0
BKX-121157,2025-08-03 18:40:00,OTA_Agd,Virtual_Account,Success,1200000,0.2
BKX-825483,2025-08-03 19:49:00,OTA_Agd,E-Wallet,Success,550000,0.15
BKX-568492,2025-08-03 20:56:00,Direct_Web,Credit_Card,Failed,750000,0.0
BKX-769156,2025-08-03 21:47:00,Direct_Web,Virtual_Account,Success,1200000,0.0
BKX-449652,2025-08-03 21:53:00,OTA_Agd,Credit_Card,Success,550000,0.18
